ImageID,Num_of_Positive,Num_of_Neutral,Num_of_Negative
1058743408610534738_1770435280,3,0,0
1059281443150977501_10417901,3,0,0
1065686633693213020_240757715,3,0,0
1064773398656926800_369978792,3,0,0
1065857426414862856_281007783,3,0,0
1068190701044678131_48707350,3,0,0
715484529550335304_12542214,3,0,0
1032246038424822250_21451895,3,0,0
1064474666677942290_190328949,3,0,0
1068122255230859133_2139138676,3,0,0
990590442870593731_176078253,3,0,0
913685661768112157_205035917,3,0,0
1056390152143280085_1540693620,3,0,0
976412037902468632_1707901504,3,0,0
1033685466164085781_2025803184,3,0,0
1050868484546819433_241291084,3,0,0
913213019929536070_30422648,3,0,0
1064549793609189111_1690659768,3,0,0
1067862462832240167_208966464,3,0,0
1065652185438419150_1703747877,3,0,0
1063611139847150539_329233893,3,0,0
915346850883376503_812732884,3,0,0
1061459648064367385_1708224713,3,0,0
1064269391818180579_1998327352,3,0,0
1061818457387839056_1768395906,3,0,0
839771902993696582_1326684800,3,0,0
907352224166275089_1118156497,3,0,0
1066331200391031099_46418657,3,0,0
967303837264623661_1394610493,3,0,0
1063448859331371944_2153718943,3,0,0
1068651891991212463_1411003035,3,0,0
752572888072372572_179592351,3,0,0
1068789080709856589_326375446,3,0,0
1052469071138456788_443164800,3,0,0
1065957322888585604_368120007,3,0,0
1065505102237640430_2025893944,3,0,0
940597507037906398_838021840,3,0,0
1032822696690882238_598883620,3,0,0
1056001659706227605_32785205,3,0,0
1000201936523861753_1815937662,3,0,0
1063052784368335688_185604333,3,0,0
897928056812757051_1632472967,3,0,0
925002223859679827_231941679,3,0,0
1065459505076285623_42862219,3,0,0
1068750603234214765_1940524255,3,0,0
877715184100359381_1440389398,3,0,0
1068295269411483798_288765027,3,0,0
1068592715219807045_2087089041,3,0,0
1052633710715474960_2053149868,3,0,0
1012511584515759558_327825486,3,0,0
1051086815655663449_1039449132,3,0,0
1047547634824873925_1539095608,3,0,0
1065152666740663588_311032248,3,0,0
863227257748113627_32520177,3,0,0
871034547697525076_1585321703,3,0,0
961019885841427499_192322698,3,0,0
776800861866256086_1433669184,3,0,0
1038787783333458807_189201739,3,0,0
1061365796685571612_46643160,3,0,0
855935233141172963_182696977,3,0,0
1066100709537460643_23609459,3,0,0
921076908780679009_199948066,3,0,0
713027060826342731_643049832,3,0,0
1062132797305397104_824417950,3,0,0
1036902750163481921_213851964,3,0,0
1060690093754858242_1465557,3,0,0
1064557478695838855_2037327472,3,0,0
1062332956470806679_189472177,3,0,0
1016939399053257850_491967762,3,0,0
998694651405998155_748852245,3,0,0
920524836435230643_739262398,3,0,0
1064114589149790728_302466375,3,0,0
1050790593697749786_198012885,3,0,0
1063695777786152632_279945432,3,0,0
1065657515600396532_1663736423,3,0,0
1029470150351006044_1377130649,3,0,0
992524281906760721_628320034,3,0,0
1053093217975175655_2049349641,3,0,0
990639381561967077_1085565223,3,0,0
1065105109532235531_38897004,3,0,0
799153605590667936_769408347,3,0,0
1044944153974834659_16769768,3,0,0
1033701727371642341_2025803184,3,0,0
923309422454425408_1400302736,3,0,0
932050744121666580_1689360170,3,0,0
1033696496505031756_201894066,3,0,0
1046629393176650997_255624536,3,0,0
1065916368425374601_1229403,3,0,0
1016087978283210046_1220811892,3,0,0
834576745180160472_16254343,3,0,0
1064336934929467325_646404896,3,0,0
916340875236723777_20787546,3,0,0
1064297979986488541_26239266,3,0,0
1010697848478017613_1362154649,3,0,0
1060302956786222168_355195640,3,0,0
1065082370853673034_271199325,3,0,0
1032108854114714436_17245703,3,0,0
1033294921005938695_1952269493,3,0,0
1064118548936410029_293594239,3,0,0
933386737691310689_1643952477,3,0,0
657439641473531473_7039750,3,0,0
1066357213914667283_33720965,3,0,0
970058479437341382_311798575,3,0,0
1067343786444038980_2046923559,3,0,0
1065663130046631553_145367626,3,0,0
913508281375540855_780579368,3,0,0
1064072947556739478_224568641,3,0,0
703739700868826043_281422063,3,0,0
1068390746638725380_39293531,3,0,0
1042072687276977946_189254602,3,0,0
1046756105491327727_1175584617,3,0,0
982046285425274547_284464346,3,0,0
1068856129826295325_199424834,3,0,0
1062405352674214545_1584451967,3,0,0
1038155734556393855_930864399,3,0,0
913748210688830423_1537679201,3,0,0
1068670560794339498_2071049,3,0,0
1068553875780805196_451739615,3,0,0
1049497850735720854_1518257269,3,0,0
1056836840896005509_2042017496,3,0,0
1064666278118736396_1184396711,3,0,0
1065125885707174010_1710852447,3,0,0
535792828982160223_220713001,3,0,0
1033211118281529467_6327533,3,0,0
1049991946549302656_2075761508,3,0,0
1065956195294307118_22107359,3,0,0
201391643987298028_52606552,3,0,0
1053154411408758772_1430947532,3,0,0
347132572650179326_3974609,3,0,0
1068055802428845087_1032426082,3,0,0
1037106327285528528_269252684,3,0,0
1068674178414902696_285125862,3,0,0
949300318951502759_35979411,3,0,0
1063966842811759851_181071454,3,0,0
1065361893798183818_1216166279,3,0,0
1065898817584069469_376551757,3,0,0
1067468122431800837_261006648,3,0,0
1065347634616402049_1365671855,3,0,0
1055985493980546523_1908632880,3,0,0
1045907935589164355_285845888,3,0,0
957988864128060302_994277177,3,0,0
961965475966591505_256757919,3,0,0
1052106179165182689_1939272197,3,0,0
840500494400686052_1326684800,3,0,0
1026821969559422429_1996607560,3,0,0
1068374602029710491_2164300494,3,0,0
1016791617759421174_618577375,3,0,0
1064943749432010369_323562744,3,0,0
1063030294700842704_400997006,3,0,0
902861737643493777_33250529,3,0,0
1068833799330324200_2059685246,3,0,0
1048462496979133768_672554264,3,0,0
1064638074973825004_252057792,3,0,0
1067601655834808563_1391972499,3,0,0
1062534348194234548_28629399,3,0,0
1060200181608912974_18546701,3,0,0
1068878247738883927_299231934,3,0,0
1062914794061440427_202235648,3,0,0
1054528179471681539_239895801,3,0,0
1053245426288508619_28118790,3,0,0
897440998839264041_28428047,3,0,0
1034831377620836870_205370295,3,0,0
1048042631554997290_370119934,3,0,0
858508921050353751_234918443,3,0,0
1061827426756245691_52001197,3,0,0
1065377000162825561_1932756252,3,0,0
1060228051937400098_46427180,3,0,0
655646614728547697_287231350,3,0,0
838266379363683581_283092050,3,0,0
1053787887332882218_216331404,3,0,0
1059590822312145347_225597939,3,0,0
1065186877748355198_1259376607,3,0,0
1064490744935811862_53606473,3,0,0
874609269739459434_717276379,3,0,0
1047667956831679576_174705188,3,0,0
887007677596705988_323708208,3,0,0
1062763509001362024_1810874485,3,0,0
1059335500656273599_1901976273,3,0,0
1059281954174856074_190516209,3,0,0
1065359522010292943_1572555055,3,0,0
1049282936496455485_1470719094,3,0,0
950088292951994003_3107634,3,0,0
1007917110536255038_1667385844,3,0,0
1050723537095287523_374198383,3,0,0
1049660636146200722_1520088355,3,0,0
1032000753461961968_459920584,3,0,0
1065931487377850831_277085991,3,0,0
874926326325197013_27394109,3,0,0
995919258167965332_199786180,3,0,0
1068365939961843514_2139905850,3,0,0
1038075957711553094_2036694431,3,0,0
1045455638499446329_1922933090,3,0,0
1059436466831276627_1975866197,3,0,0
828229297360786480_40009276,3,0,0
1067715473674561331_1415810984,3,0,0
1049537874007608941_219460690,3,0,0
834780971804492843_205012656,3,0,0
964846811004081308_21731092,3,0,0
963987020996053320_28285929,3,0,0
1062697200634304420_1829396796,3,0,0
1062576592062091884_1366765099,3,0,0
1053844613862693945_1740149006,3,0,0
905050138895389879_1389074548,3,0,0
1065837446571497899_50888333,3,0,0
994627197200316829_522891101,3,0,0
720843636256764332_304028035,3,0,0
1068396912925596951_223290886,3,0,0
1043708352203782440_1916133517,3,0,0
1063232873185857344_2011009274,3,0,0
1065295537374551746_2013775310,3,0,0
1068883380972781080_254968294,3,0,0
1059828739971569242_48634180,3,0,0
1022569632615308865_1262257246,3,0,0
1030612158734710434_450951324,3,0,0
820971550213017661_1481752435,3,0,0
420687018731947890_276957224,3,0,0
1063764847994458886_559419211,3,0,0
1028998520472423292_203407641,3,0,0
1044356096766794297_1364629885,3,0,0
1019356515783898991_263549572,3,0,0
1050061494629451286_22553344,3,0,0
1037258332563084617_20518876,3,0,0
1051939170484007153_454145299,3,0,0
1032026760976449324_39493246,3,0,0
1014495787735262347_1471941480,3,0,0
1065205844987961565_1172742903,3,0,0
949935796847500199_309405373,3,0,0
1061358030629598161_356968035,3,0,0
1058620707721726162_297427065,3,0,0
1065339994182415430_233274252,3,0,0
1066080432883368585_2062805127,3,0,0
1054370441088920917_35989538,3,0,0
1064728014962118497_1903698666,3,0,0
1065138763058517561_177196668,3,0,0
1054645076740896815_1666194189,3,0,0
1044993934094632828_293682432,3,0,0
1065077922341454748_1381669479,3,0,0
1053139844774709901_1557371745,3,0,0
1053693005834901297_1653691684,3,0,0
1057385109042492139_1647984347,3,0,0
1064743646739467839_1293599258,3,0,0
971610941819909455_48730956,3,0,0
1064494456419936270_1208889633,3,0,0
1058758221342373498_1491892236,3,0,0
1066040154834635362_1541793617,3,0,0
1065159425490557901_1623545389,3,0,0
800810454184666754_646791576,3,0,0
1057003794145372636_505279505,3,0,0
946739209208425639_279809954,3,0,0
1015297634499674160_15037415,3,0,0
1064573807953525155_1909624173,3,0,0
1059132507577228603_37878430,3,0,0
1063815213725224615_1259669066,3,0,0
1068554648338058015_41179625,3,0,0
1053710376108371048_1045976354,3,0,0
1004783357729878577_40623499,3,0,0
1051203666304506416_740952757,3,0,0
1068418967684499633_266117033,3,0,0
1023335230132077136_219752703,3,0,0
1052712460824644620_1767366314,3,0,0
1036292206159675783_416782511,3,0,0
1056830249705823561_2781686,3,0,0
1040358116794498621_401823774,3,0,0
991078248560363244_217490928,3,0,0
1068931912332224340_2014972312,3,0,0
1058578799041758302_1998327352,3,0,0
1034209171383416702_16329252,3,0,0
1064765061386673063_460468269,3,0,0
845501700827029092_370494646,3,0,0
914254555494250835_274155285,3,0,0
1029714742550578461_24698440,3,0,0
936783738373891811_568037264,3,0,0
1068763591450912167_1433454952,3,0,0
1058415150158111242_555466079,3,0,0
1049854847554514770_313108418,3,0,0
1063475863098401512_436207983,3,0,0
1054640217779829283_1420841757,3,0,0
1065830637930453313_1671151189,3,0,0
1065154251449273562_205352146,3,0,0
902462350441420549_1368803684,3,0,0
1062765002466079179_213288403,3,0,0
718204584295682025_214095018,3,0,0
1063668295315291281_1950511854,3,0,0
1065048330552077380_259742938,3,0,0
1066014981373886169_1422365574,3,0,0
1056758514098283335_2031923239,3,0,0
1065104906161709621_1996059823,3,0,0
1059612420535295995_1983051606,3,0,0
843574684993455697_1425665768,3,0,0
1064007533174310798_2025803184,3,0,0
984985568748289313_1719722094,3,0,0
1064646031352617843_2131024949,3,0,0
1063637762696969300_1835333998,3,0,0
808312024502265020_41657200,3,0,0
1005886536376713335_1008336343,3,0,0
670837594449664016_579627453,3,0,0
1063303530161461953_1096683157,3,0,0
865012619168984805_519739874,3,0,0
868879699800599468_22832665,3,0,0
558930400512397501_14988411,3,0,0
1058589497107932470_1549766272,3,0,0
1057413789655678551_1394035430,3,0,0
834691111375151990_579573143,3,0,0
1042920439335763973_655136679,3,0,0
1060586830016502836_1915851494,3,0,0
1016894130702326129_197428141,3,0,0
859565064410975280_276760850,3,0,0
839881422066245893_1280308415,3,0,0
1068688511804888456_1552862804,3,0,0
1053039954104975778_1467123615,3,0,0
162978955879907816_25791407,3,0,0
484808360983521266_1231016,3,0,0
1068671655249470106_1020382839,3,0,0
1068523639998864641_379003926,3,0,0
1034260647520689007_28787229,3,0,0
524790407015311954_193417953,3,0,0
742365637239971401_29937374,3,0,0
1051663370128351571_282884759,3,0,0
890657777798878993_296112308,3,0,0
1055230631111919434_1539095608,3,0,0
1043589676224284030_360111856,3,0,0
1065607077680124102_1605084355,3,0,0
1065075756719693086_218177582,3,0,0
869083269102290298_53996264,3,0,0
1065669065001711994_2062565813,3,0,0
1062990307388093434_2008135827,3,0,0
1066035069784490054_299881855,3,0,0
1062452444145445563_1391290569,3,0,0
1017482348562395842_22094779,3,0,0
1060668698057826164_2018696846,3,0,0
1057850693701975845_1913920110,3,0,0
1057829509658948725_1099492412,3,0,0
1025675765221363577_1727104034,3,0,0
1017513488979272448_455859551,3,0,0
1066067761835591021_511298376,3,0,0
1065902229225240619_364209381,3,0,0
1026649695713790299_310404641,3,0,0
1065059000384280740_192768893,3,0,0
1059074022477196418_13981594,3,0,0
945748259563258458_319373471,3,0,0
1066126954562539366_1565617770,3,0,0
962304924085867970_1451904052,3,0,0
1040881019120488469_202787019,3,0,0
1066516553694812035_445545868,3,0,0
770258224769389372_651868315,3,0,0
968216978496598140_25029779,3,0,0
759749678950582488_15496089,3,0,0
1055518195615177884_2007741702,3,0,0
1035205715243359393_185180566,3,0,0
1068228882170192634_242136095,3,0,0
1062325781912799758_1158042481,3,0,0
1006439952242131536_542607511,3,0,0
902901773786811333_994277177,3,0,0
1033757482558118864_461399565,3,0,0
1064705322517853309_40127364,3,0,0
974629300938339541_444736916,3,0,0
1061507825794618818_2150494676,3,0,0
1061750448057413483_21331210,3,0,0
1053114036256771951_1565696026,3,0,0
1065629283970255458_1191374929,3,0,0
974877604869293717_222503568,3,0,0
1036180764566388100_1471181182,3,0,0
1065592915012950639_208505325,3,0,0
1045097235304205041_1593815817,3,0,0
1059654520996320741_346937004,3,0,0
1010842644295820817_386491128,3,0,0
1059126676271181015_46454650,3,0,0
775757971989134417_30206470,3,0,0
869934075517425643_898668,3,0,0
1067775448219596250_189655204,3,0,0
1064203515297519192_44790500,3,0,0
1005352605137612077_1725458946,3,0,0
816719733624083666_41248524,3,0,0
1064615989136779241_48613256,3,0,0
1068526599739431540_263140405,3,0,0
1068309680639494926_329967097,3,0,0
1068605527693382578_188002995,3,0,0
1042271352111200625_1379142525,3,0,0
989932862983800355_1370187208,3,0,0
1057251692677904583_240394045,3,0,0
976281737950666833_708794103,3,0,0
1068387061868348040_184834687,3,0,0
646496005264565584_186955056,3,0,0
1065125670203142571_2144076771,3,0,0
1062734225385005276_1584183655,3,0,0
1002481232482633630_214877016,3,0,0
1006214600407255939_193041409,3,0,0
541883834881632813_51622393,3,0,0
1065245073013747282_264533594,3,0,0
1005364860617067061_561778937,3,0,0
1062241273029322689_371267808,3,0,0
934278154722457316_193637284,3,0,0
1034891425676217028_250985465,3,0,0
1060429127208819141_2020724245,3,0,0
1051431448117579179_178163650,3,0,0
967163428016196587_8867529,3,0,0
912585076995870462_1420667642,3,0,0
894701357236381220_309987200,3,0,0
1065221357789631658_206688444,3,0,0
1068733754940849978_274058582,3,0,0
1059581390059663774_406216979,3,0,0
1062384325151304501_637981417,3,0,0
682790757264158492_14052458,3,0,0
1064140246515777760_409514415,3,0,0
821139423741364436_660277833,3,0,0
1059629033982455438_187723514,3,0,0
1064732137458850362_322082901,3,0,0
1064003147458170753_192832322,3,0,0
991864923427816690_635606392,3,0,0
937899757833576684_233176559,3,0,0
974668784943972460_540489047,3,0,0
969248946720104765_299127839,3,0,0
1064007136310152523_281769050,3,0,0
1049131862648873445_2055723767,3,0,0
1065993995922635785_472747750,3,0,0
1022132570172689193_1253145001,3,0,0
582569069298828010_496443055,3,0,0
1068649536351490429_22821907,3,0,0
961348418989606878_239824240,3,0,0
948591607570074031_16857145,3,0,0
1043497802446979588_1244474143,3,0,0
1061630673800616529_1254960725,3,0,0
975465695303287669_1549777159,3,0,0
1066132148706288801_1836379296,3,0,0
1009983538558075054_1555384031,3,0,0
1064680179661622305_453812130,3,0,0
1068918300190647274_1507409551,3,0,0
1065308174380201015_858299124,3,0,0
1062553192579227150_328232326,3,0,0
1065847178101414221_2143696429,3,0,0
1068658969037401897_1488165154,3,0,0
985584869587352254_1655229157,3,0,0
858554217357667610_310970282,3,0,0
1062598516591268715_8579579,3,0,0
966102125709454193_349162649,3,0,0
271021632544472962_197379254,3,0,0
1067998462511425372_1584097568,3,0,0
1048613893601132686_343497207,3,0,0
1018116041650807390_730648655,3,0,0
1055283962235776012_763953770,3,0,0
968970288476574672_1480910883,3,0,0
1060061838387236502_1365440306,3,0,0
1068420988407249797_550486405,3,0,0
869787917345082504_1526399594,3,0,0
877432136888574559_1427584183,3,0,0
677244191072737318_432066429,3,0,0
1059452653550331587_288458480,3,0,0
1034009606472196086_1564661910,3,0,0
1068546922325513931_983520804,3,0,0
994699770237718412_476112978,3,0,0
1060496159556068897_1432920088,3,0,0
1058571869137509403_313097662,3,0,0
951592293550569191_210326324,3,0,0
1012636147411482791_567973,3,0,0
1035524896497184193_1573639714,3,0,0
1010372578295541468_1788846658,3,0,0
1068598490447254244_1282672083,3,0,0
1062495611789349499_612316891,3,0,0
1039493800151412882_241724027,3,0,0
969798810292500958_1277741325,3,0,0
1061439101535997525_1219306,3,0,0
1064397394998883754_202064252,3,0,0
1057919332413902307_2053550802,3,0,0
1062455892686796432_567971916,3,0,0
834765375150863187_37617667,3,0,0
1033632729258527170_1535717817,3,0,0
783886867141240509_27750776,3,0,0
1035576623430278763_1981484262,3,0,0
1061648378908463638_50533411,3,0,0
1042317215741273079_1519015535,3,0,0
810312558006814614_211795560,3,0,0
943692275165983571_1723200795,3,0,0
1052323248222166907_294792742,3,0,0
706897525378136079_880884365,3,0,0
1059467809322447988_1323572060,3,0,0
648020381702874962_234086848,3,0,0
892639235121746769_1596255131,3,0,0
1048923295905340991_1416606142,3,0,0
442714804441597966_225215785,3,0,0
1015050158206731204_451366903,3,0,0
1060622909051748299_1243887798,3,0,0
1064790342042694055_1591538627,3,0,0
1065730892020104976_53975302,3,0,0
1061538970354542481_1089733544,3,0,0
715858879912656473_15320046,3,0,0
1065048376547108266_234568224,3,0,0
1062872312129922066_175416672,3,0,0
1061915686710346381_44089671,3,0,0
958401270026416630_257923403,3,0,0
1062623181832283370_601288416,3,0,0
1013877559565225126_336992050,3,0,0
751765115697585480_431748030,3,0,0
1040580640248020021_215912158,3,0,0
1066227642594115985_1749385399,3,0,0
284598214014098324_9620341,3,0,0
1065718517267333464_494374511,3,0,0
966152321102176102_942598510,3,0,0
1058114878235071913_212379212,3,0,0
995144483657802980_1337626848,3,0,0
1060930392431229114_332559573,3,0,0
813173878121252728_293755720,3,0,0
1064630680089469032_2116323527,3,0,0
1028458555750681695_1667828778,3,0,0
1066039548445477484_316816809,3,0,0
1054913089803177183_2107457098,3,0,0
984368420284160247_1756712453,3,0,0
1061565266330914211_562435770,3,0,0
1062464945480668782_2050482948,3,0,0
1022782235814240338_46059711,3,0,0
977051839536394296_407713419,3,0,0
1022954444269140326_498151133,3,0,0
769330651727538453_855649,3,0,0
1031959666340959359_40159644,3,0,0
1061429925170931133_283179632,3,0,0
1067524255054289880_674632037,3,0,0
1066030993174117454_1544008278,3,0,0
1060983140304263154_471355228,3,0,0
1040080013884189054_1311420825,3,0,0
579638133921632725_5692771,3,0,0
1064806948749053272_273925898,3,0,0
857600982748060029_902503669,3,0,0
1065285702403346171_531775882,3,0,0
1066122486110129249_15527466,3,0,0
966243149156930450_144727515,3,0,0
1054437749564113360_452215511,3,0,0
1065713081465599364_1429963996,3,0,0
977736489687304390_1759879081,3,0,0
1066000349133213810_2025735451,3,0,0
854515640390659585_260230010,3,0,0
1068589925694642489_1240186477,3,0,0
929624843249440767_1523169276,3,0,0
727719794416517474_494503551,3,0,0
1068576917009097751_257335152,3,0,0
1065100414535723178_2101300377,3,0,0
1063172795206421790_336387258,3,0,0
1058186457493916771_53940882,3,0,0
1061999763653133564_181471536,3,0,0
1051386045446148063_1980616970,3,0,0
1061137720518550707_228404520,3,0,0
1008926324372701863_1932864511,3,0,0
1051322723793888162_262695503,3,0,0
1024278687798505758_52523819,3,0,0
1068682528577268504_506265233,3,0,0
1063676042835409412_1101509877,3,0,0
857364259494101465_32744287,3,0,0
993637623174364111_219149445,3,0,0
1060306842676656444_1542072589,3,0,0
758790332363517669_291110458,3,0,0
1061940102138932320_275283818,3,0,0
1052833036629370593_1566231464,3,0,0
1059301104379919954_1835333998,3,0,0
1038473685675867891_1699564926,3,0,0
1063274106355936416_2035528546,3,0,0
884794875849762886_14361817,3,0,0
816568122336592443_191654591,3,0,0
1056885050949646732_1393484493,3,0,0
1061011576102353784_1542072589,3,0,0
1039177341974684149_1592175583,3,0,0
1068492893115361794_574912793,3,0,0
1068591743031193221_2081364746,3,0,0
1058829762899044218_1791053416,3,0,0
1002800517902967399_212568015,3,0,0
1042740435427177868_1589741196,3,0,0
1064967932792472517_1487794543,3,0,0
1034535060994918764_43009737,3,0,0
1028074286501250578_1711626968,3,0,0
1055391517373783134_1391890406,3,0,0
735090123834319441_239920695,3,0,0
985266554008424602_384929019,3,0,0
917636712377213934_398321655,3,0,0
940754041364771352_40520987,3,0,0
1060538098472103596_6008242,3,0,0
539917768941405714_181737848,3,0,0
1054355551456396932_197100320,3,0,0
1065350583873626886_1457730695,3,0,0
1060045501430650261_198185404,3,0,0
1065359975297834409_32060758,3,0,0
1062641809725908556_288103128,3,0,0
1066104812117478388_208371585,3,0,0
1068094220445339188_1821689786,3,0,0
1063149149129973752_1704757470,3,0,0
1064189565553676276_416515066,3,0,0
1053700214298942169_1600677,3,0,0
985777219091764971_618447244,3,0,0
1061161416330241125_1735538512,3,0,0
1066203689025073001_1368900826,3,0,0
844338159578963106_251975182,3,0,0
1057570378745606625_28156755,3,0,0
1031200068849596756_203347269,3,0,0
1066693549770259621_485099206,3,0,0
964580331682350343_47294176,3,0,0
1068470374181259209_31316680,3,0,0
1062959754956606213_1653188681,3,0,0
1068087546712086453_35264788,3,0,0
1063715034668043644_2150382146,3,0,0
1065859781339491571_639286898,3,0,0
475722040667144887_13894735,3,0,0
1061759855833390448_22323590,3,0,0
1045719470570685131_26901231,3,0,0
878252671059074799_1308920230,3,0,0
1036793950187465663_1260888241,3,0,0
761532943234296681_9003897,3,0,0
1064567712989553774_21651512,3,0,0
1057299771974035976_341131865,3,0,0
1063193900547754705_4105177,3,0,0
797822016391663674_1424080179,3,0,0
1056710783490133054_639359162,3,0,0
985073908073019201_192358244,3,0,0
1002902413151872384_648064904,3,0,0
1060661416354005787_187953983,3,0,0
1060959447556395710_32718171,3,0,0
1068054914201731867_37351711,3,0,0
299104614151588647_212638041,3,0,0
1058774700521300193_1535508975,3,0,0
1057113380806617667_1776714761,3,0,0
773375095874548139_232513867,3,0,0
925324432012360756_181126422,3,0,0
302209673693519933_214238095,3,0,0
1065943527916309211_1450036281,3,0,0
1065728218189383633_1714404720,3,0,0
1061806913928999126_1618389779,3,0,0
857030615089998029_3581209,3,0,0
938278099392214418_1642879940,3,0,0
1064158053725104754_604047553,3,0,0
458976806425965820_5312668,3,0,0
1068411766678967608_292834052,3,0,0
1065899268607911938_394738657,3,0,0
1035869596772030963_11143669,3,0,0
1068251929956400269_199292894,3,0,0
755401229649436701_331542423,3,0,0
377558186203476691_202448259,3,0,0
1016238368213756532_8555057,3,0,0
1006746240073859475_1516596023,3,0,0
511080303554329915_326700894,3,0,0
1063475653401097976_33849076,3,0,0
1042100135074929478_1210620453,3,0,0
1061666228983088422_2151041072,3,0,0
1020238714318494641_268250901,3,0,0
1061610508099797739_1644031807,3,0,0
933514966458005190_5608932,3,0,0
1063422448359709565_2154352565,3,0,0
1061461936383114000_268898501,3,0,0
855920304421322025_385941262,3,0,0
1021766422142904280_308564088,3,0,0
1065942993141625401_2159865379,3,0,0
1068744936569822661_335568958,3,0,0
1064978585544307220_1829579363,3,0,0
1051118464177912212_513852925,3,0,0
1055302795315390437_16104104,3,0,0
1065284373991229363_2123175352,3,0,0
986375936754739499_249084249,3,0,0
1068083458764428462_214607036,3,0,0
1027049757428261695_307607663,3,0,0
1063251791531417299_7035454,3,0,0
1056734081545290408_1143035911,3,0,0
1060201147966844906_1525270410,3,0,0
1064631661390168027_1662714830,3,0,0
1055745210750892665_2096257077,3,0,0
954344806079095357_1364496367,3,0,0
802904921335561464_7091950,3,0,0
1061255829837716389_221899741,3,0,0
1057931793174361758_1425309092,3,0,0
776322164428846606_844150716,3,0,0
991456471510158899_12777050,3,0,0
1062260867332202276_252687198,3,0,0
803836109128739055_44399105,3,0,0
1064374364871722863_26913456,3,0,0
1054229974568618387_242903793,3,0,0
1063247112483111710_176485255,3,0,0
1065200492617411558_45770521,3,0,0
608381664690441283_282408842,3,0,0
775614371604456846_351947808,3,0,0
1002339646234179812_1154121293,3,0,0
1067137315310864086_354117752,3,0,0
1068519901112154602_6908693,3,0,0
1057601505666030712_328232326,3,0,0
808126653459948845_485010088,3,0,0
525401881896012136_272863825,3,0,0
1064622951034823139_20457599,3,0,0
1068364135523784611_875437660,3,0,0
1036927962001045690_29598965,3,0,0
1031210090385487654_1626963692,3,0,0
1054235937658916077_179791810,3,0,0
1057788538574082218_53383075,3,0,0
1065252381403027426_542182724,3,0,0
1068530348407295799_405965674,3,0,0
1031798921482817884_43341875,3,0,0
1063526530231172505_246777174,3,0,0
1059426217071526353_823929655,3,0,0
1003568131166293794_1697706138,3,0,0
1056590184202517077_1260570909,3,0,0
1056596000443175281_1589545227,3,0,0
591397413272041033_547537700,3,0,0
1055564094021298699_8049857,3,0,0
1061967944772948116_1810855707,3,0,0
1065860021009923369_1379831422,3,0,0
906620220434733814_50488253,3,0,0
1055986111130165017_321297614,3,0,0
1059427843998322186_176612914,3,0,0
986710909323256332_208188527,3,0,0
858752350409309424_1163567926,3,0,0
1024609889341403449_204135763,3,0,0
1060547433220162711_572050656,3,0,0
744445898561681393_198679348,3,0,0
531830839518050260_274656164,3,0,0
1065766488763599083_383929417,3,0,0
1045025593579739417_549705197,3,0,0
1046716412841977862_1295795281,3,0,0
1062323353467614097_1135820635,3,0,0
816728295273146036_338244360,3,0,0
1011517153062478627_1742900055,3,0,0
1058773989056705632_503732428,3,0,0
1057397838961932546_1905041501,3,0,0
987082047732009158_1780683793,3,0,0
1064192910035421475_289777465,3,0,0
966869571795880351_259180449,3,0,0
