ImageID,Num_of_Positive,Num_of_Neutral,Num_of_Negative
979230561757577290_346534367,0,2,1
1048538012854545518_1498233098,0,2,1
1042749825600992303_1712065780,0,2,1
377762558449141320_176489976,0,2,1
1061722880041554838_53649611,0,2,1
1044395895508370059_5697495,0,2,1
757913931470997965_292397433,0,2,1
1006497221066593981_1384751508,0,2,1
1027570221220250983_567876680,0,2,1
871185832730219884_56043892,0,2,1
1045275241678103458_1617953831,0,2,1
1056108042477496125_1604929984,0,2,1
899644770627738030_407929981,0,2,1
1059383901431442569_1999376450,0,2,1
1049706220015122782_2111485317,0,2,1
1060760389354172955_294929267,0,2,1
1065064678689714031_456111898,0,2,1
765684985889426790_1427309738,0,2,1
665331689455275990_9949786,0,2,1
585089761486674469_289687149,0,2,1
956195542076691228_1691274803,0,2,1
1035767536098741959_580770,0,2,1
1063216396781231084_145145261,0,2,1
667538715786041198_7499052,0,2,1
1050938169738157590_328232326,0,2,1
969917101936859714_895595373,0,2,1
882732984282629411_9103056,0,2,1
923348889329190042_222503568,0,2,1
879029977445610920_717091068,0,2,1
1061309640715223839_2120650463,0,2,1
1056695988643846068_30378220,0,2,1
1065238529083059393_2115750906,0,2,1
871550131694368187_701996436,0,2,1
1063992787454078602_597899554,0,2,1
1050561787206968939_651921160,0,2,1
921008238712415102_289642647,0,2,1
1043183001325658096_600063958,0,2,1
1045767652933485998_2025803184,0,2,1
1064923531924270590_789764922,0,2,1
1065778015269777209_1527326242,0,2,1
1064835291254473675_1825075367,0,2,1
1067458946579631358_20233138,0,2,1
963272232778204494_1688123968,0,2,1
1064330692586637621_1535717817,0,2,1
819591619967458090_923035773,0,2,1
1000819672155161083_468910511,0,2,1
1055759848493824485_565971549,0,2,1
641642735406998124_14252359,0,2,1
772231940467903538_585744914,0,2,1
960358211374464879_206526710,0,2,1
869175791305638106_1586832319,0,2,1
1066053599357901551_25379165,0,2,1
1057017344044779997_29393537,0,2,1
690550834398787053_284023100,0,2,1
1062074833759273757_15401695,0,2,1
1067390070111671331_34974676,0,2,1
1065001299693409527_799395900,0,2,1
1065485012315632459_707586243,0,2,1
1020402826180010603_9119327,0,2,1
1063220416874760499_480449305,0,2,1
696444212864898787_50143092,0,2,1
1027057802941572008_283422055,0,2,1
690083544507767452_216608733,0,2,1
1067711615436513234_2059267486,0,2,1
1060941034653887443_2054632953,0,2,1
1064226919853849460_1658389861,0,2,1
1058522188753740613_1699765583,0,2,1
907892719426850639_1428521650,0,2,1
1056844691225234620_213538890,0,2,1
1032710597848352254_32610528,0,2,1
851582323616895422_12628059,0,2,1
920444402192919112_181913369,0,2,1
978121784742796713_1476597710,0,2,1
1049842241547340659_2128512113,0,2,1
1036760674685146751_424243316,0,2,1
950807305054205074_1115606676,0,2,1
953048268147443428_11608760,0,2,1
1029144596887708531_1075325071,0,2,1
1056774591820123608_1478431586,0,2,1
1063495738966713139_31199135,0,2,1
1060420602285336646_2045163657,0,2,1
1055103693655121507_2062350262,0,2,1
1065657707161771910_1627560566,0,2,1
1064949818319114978_35760451,0,2,1
1067847600847014750_692763921,0,2,1
973512984884734640_1439574665,0,2,1
1063830832109772864_2155990183,0,2,1
1052478619358779369_1796351204,0,2,1
1059623136506546117_241214224,0,2,1
1067113014601981932_21435774,0,2,1
1062752217066612230_1548230232,0,2,1
1024609537934810482_641701334,0,2,1
1068546823200720565_298374112,0,2,1
1061674052470237796_1194913897,0,2,1
1053055390484459125_50312234,0,2,1
1065663630638104183_1454378886,0,2,1
929728555835180056_376726520,0,2,1
1065998399847132843_1435880378,0,2,1
864893281871796552_707336477,0,2,1
773179250842277953_1013337565,0,2,1
1067530292922626662_2148876995,0,2,1
949889533166796102_1440389398,0,2,1
940627808862429558_429156623,0,2,1
967075681831762151_1409890013,0,2,1
1042591009338787593_1480957528,0,2,1
1064559765579373162_1836440517,0,2,1
1064116069991531236_28212127,0,2,1
1057315098684321040_5593866,0,2,1
1029585374099970859_1075412725,0,2,1
897288238378796978_1564343344,0,2,1
988574841023911932_227586940,0,2,1
1050698936763523774_1734872791,0,2,1
1065899310197994573_43333036,0,2,1
1059800520568252551_650164009,0,2,1
1053691944366435408_1615072490,0,2,1
991205942714939655_1466619589,0,2,1
919215186796044532_1468202007,0,2,1
1052312293530081461_1994337245,0,2,1
919861605430721976_33888582,0,2,1
1066087588342194076_350731462,0,2,1
1060884829602208168_256050661,0,2,1
771834331760050925_209275143,0,2,1
1063323967939005749_21237674,0,2,1
1066169215369526026_435250941,0,2,1
1041855446724016009_2043839764,0,2,1
1060151393096715186_272342705,0,2,1
1068207092970938649_197551399,0,2,1
1067993846158213964_1810121039,0,2,1
351672527254477038_270159373,0,2,1
908169698963875070_353805248,0,2,1
1003619916435736454_340812608,0,2,1
1061180383834922984_14456526,0,2,1
1068633122532192007_2061659058,0,2,1
1056068134100009469_1906532303,0,2,1
963446612089598840_1420712523,0,2,1
1053842378395324195_256305098,0,2,1
1064318836513810282_607927664,0,2,1
1024323003805468725_14386409,0,2,1
957189331067397970_1687556080,0,2,1
362158510732967789_18337014,0,2,1
1046978669371348778_482709756,0,2,1
1057679093739681962_1582893453,0,2,1
955830815202362495_1796670144,0,2,1
1056620489006987766_504087637,0,2,1
571860058424470530_35682042,0,2,1
967337709524987412_266391258,0,2,1
1060414723396313611_33322151,0,2,1
670907902771297196_320383037,0,2,1
1063834361617104101_1449125686,0,2,1
1052209460395628044_622808060,0,2,1
1022565185455494195_579749196,0,2,1
1032955675488796836_1812258823,0,2,1
1058209565197543255_1026060328,0,2,1
1044515580318415766_20933933,0,2,1
1054502556888932067_1452046734,0,2,1
748700904282039438_663124008,0,2,1
776439319026904796_6899010,0,2,1
978450715041795085_1542534802,0,2,1
1046649889680557649_39711824,0,2,1
1033417153835163433_2422294,0,2,1
1061095869936809605_1519233564,0,2,1
989849066517270882_180550227,0,2,1
979036051244305087_279438569,0,2,1
1065802434145708288_1218790025,0,2,1
974798003311836947_1457952654,0,2,1
1065586102355933779_1968350301,0,2,1
857369849493864832_175708471,0,2,1
1059507644626794065_46449764,0,2,1
1064577220539176285_284383444,0,2,1
841948826703226434_741953320,0,2,1
1054220315020167214_710979545,0,2,1
1058077192765704377_2042733969,0,2,1
1056068081686436603_292620789,0,2,1
1062535615838333016_650164009,0,2,1
1036025943867271388_173804873,0,2,1
1002229268662825869_1712411,0,2,1
1046762055284816975_1544231790,0,2,1
1061832276932459743_2003726694,0,2,1
1042927107896347461_1599194705,0,2,1
753991432142994230_1367621165,0,2,1
825202343348813654_453697062,0,2,1
916538148503178169_1657862065,0,2,1
1066164547570230355_1644145632,0,2,1
862574247711418229_309958912,0,2,1
1068475252333603959_1833042298,0,2,1
1064100003196383847_208310203,0,2,1
1060318224036609915_1448391230,0,2,1
1057033397967698862_21236453,0,2,1
1060387873340731791_271041739,0,2,1
1068504057152858889_523047617,0,2,1
1064663391421965407_437006128,0,2,1
1064113984263294466_1799170642,0,2,1
1064899274744056427_2034208121,0,2,1
1046405529874284667_25602639,0,2,1
1062855577119368274_2023818976,0,2,1
1064755545399268466_2116222468,0,2,1
969144657723117782_1480910883,0,2,1
952800384081831026_13875872,0,2,1
1011189085730010061_363883099,0,2,1
647326774514801043_194310885,0,2,1
1068223936307430343_2028262847,0,2,1
1062534195392268212_282926008,0,2,1
691947085853012245_144002219,0,2,1
965376542307093822_389003426,0,2,1
1065877452597319536_2712644,0,2,1
1032609153349434934_24698438,0,2,1
1065594259079694609_304692305,0,2,1
1047357450099967751_284536104,0,2,1
724627254718506498_576986032,0,2,1
1055981855788614437_359440623,0,2,1
1068202342988553371_51716190,0,2,1
1040902978844351424_1445477677,0,2,1
933750202970984456_1187515563,0,2,1
1062711330791129282_337446439,0,2,1
893628607090379412_1641189081,2,1,0
1049424392518290028_498012993,2,1,0
651484882173809835_194035116,2,1,0
947909949931200693_617823399,2,1,0
775183804422590169_434354002,2,1,0
742972450185594732_248403504,2,1,0
1065853479271116371_1581201130,2,1,0
762393560569475197_16199731,2,1,0
1065783206182218202_1735081113,2,1,0
980330093467187929_1562193885,2,1,0
1003203995594291081_290282460,2,1,0
1055826774360726180_215291925,2,1,0
1065019656269780226_2040859404,2,1,0
941570371478816471_254020448,2,1,0
961031862188135147_10950915,2,1,0
1067844525659050644_39654147,2,1,0
1060481216890421765_1191463727,2,1,0
816817194507800145_1238026122,2,1,0
1061849273358590329_33645743,2,1,0
1066116194563430222_2119504004,2,1,0
1065332858866300095_222664540,2,1,0
1065866440141466628_35877330,2,1,0
1065372140091122054_2077928751,2,1,0
833442498801013642_362729067,2,1,0
1065789581452436404_394914663,2,1,0
1050641462819319307_194997330,2,1,0
1061193790912014389_43752633,2,1,0
1060245205918598656_40681456,2,1,0
1057580425046240521_1573639714,2,1,0
1026542938151370748_553793246,2,1,0
1033992433491067437_291842895,2,1,0
962042439143537365_1409890013,2,1,0
942677405003685993_45480519,2,1,0
1057749733023699706_2127087323,2,1,0
1062146868237065028_1521321045,2,1,0
986842687951842044_1600701001,2,1,0
1058671263725244234_265299210,2,1,0
1051613392114836054_1917835791,2,1,0
897332211896176869_182541427,2,1,0
827919346490582108_663124008,2,1,0
1068317205891569015_1482426716,2,1,0
918686084835627988_627413635,2,1,0
1063567978705870319_1538428990,2,1,0
732464938593448648_965839763,2,1,0
393149901555109804_273352818,2,1,0
1010817113218494676_277444491,2,1,0
1052336596326398285_433597925,2,1,0
494476059413358373_199694392,2,1,0
1065910175676393048_31052712,2,1,0
1038564166709692256_1577937960,2,1,0
1027637027039340411_1112293576,2,1,0
1067877684116016179_11964946,2,1,0
1064592970166681151_1689897670,2,1,0
1055301773293861227_53065333,2,1,0
978398142444054141_1613494584,2,1,0
1039096986484069513_256581012,2,1,0
1062230760419061002_1678779442,2,1,0
1067828145414010061_2125636084,2,1,0
925397507402298325_143754027,2,1,0
1027975625030962655_1667828778,2,1,0
1059333896891988585_1119114541,2,1,0
1060136435035451543_245658883,2,1,0
799879497817927153_29120906,2,1,0
1065794978797099540_2089056573,2,1,0
1042677724492905521_1935706838,2,1,0
1068860866167122861_467908401,2,1,0
951868177478333500_425166548,2,1,0
996766887479897705_650011818,2,1,0
1042870376063407551_257145612,2,1,0
1018322729024004254_1418842983,2,1,0
1014480360483854822_1934924101,2,1,0
1048415447314619227_1462353605,2,1,0
1068159475485745678_337664839,2,1,0
1006409670400626110_270534050,2,1,0
922401257306886325_1550467467,2,1,0
1060954635044497506_39752153,2,1,0
1037607062926931784_2108212,2,1,0
1035357566676544718_1025464394,2,1,0
611026894028888300_19244949,2,1,0
1054605286485585740_41138642,2,1,0
959021890596074812_1389484956,2,1,0
1014458501353260838_4955592,2,1,0
1068536300158385508_1699820830,2,1,0
818821015134469106_581893517,2,1,0
1060619464932556429_1677677782,2,1,0
1058803488332979904_1385960518,2,1,0
1057273739178299220_1422351170,2,1,0
1056332107975269795_289013366,2,1,0
745914015170028412_20448191,2,1,0
454556116777629634_225770188,2,1,0
1061658748318993727_1397818922,2,1,0
1021999760506831826_18040719,2,1,0
1055599834916304473_1638212412,2,1,0
1013879414666439815_249554490,2,1,0
1065259730907389246_1255784310,2,1,0
1062372624269702219_3408196,2,1,0
857715200261464852_201325615,2,1,0
1065554457795372646_2138648720,2,1,0
949560780756241538_231166938,2,1,0
1054566253634889946_1571235361,2,1,0
1064447412450386630_2113968095,2,1,0
951804403873131467_14755169,2,1,0
1034083709504347650_550615406,2,1,0
1058177420756004842_2065815010,2,1,0
820965217963217829_1481752435,2,1,0
681459053256121819_218364998,2,1,0
1023083083969135325_1106233135,2,1,0
998763092472516745_32241555,2,1,0
1063635400278042625_1544076689,2,1,0
1030060311053492968_1953696175,2,1,0
1028387755000200182_1667822429,2,1,0
1067429280645835778_2082704026,2,1,0
1056634905635888471_10243366,2,1,0
915313026631745352_6237830,2,1,0
1068634908073423661_188119891,2,1,0
832823599834595128_619998326,2,1,0
1000036983063807816_548869448,2,1,0
990655198471232459_1174169453,2,1,0
1058242805480194402_176434255,2,1,0
1062534916537292646_1351502532,2,1,0
1021215376729531761_251272136,2,1,0
1051036776114742881_1634113128,2,1,0
962102149769715805_1663067679,2,1,0
921500748860278792_212706201,2,1,0
1068768300392551394_27391571,2,1,0
1062746542685797696_13061006,2,1,0
1068841849517377004_387465896,2,1,0
1062587571981278321_27518094,2,1,0
1065973692313262080_1029088989,2,1,0
1062150253234275994_287286968,2,1,0
892538126454129560_1568409767,2,1,0
949620711268804727_34215505,2,1,0
1050363063133276882_35014097,2,1,0
1064515508821644098_1428163411,2,1,0
923483810995312451_518268,2,1,0
1009816388107843457_24680588,2,1,0
973457008045289973_1420712523,2,1,0
1028272908740054649_266741778,2,1,0
1060839169730826890_2089112067,2,1,0
1032735814811730294_8837895,2,1,0
1063328627996549759_173578895,2,1,0
1038572261783890563_1341133321,2,1,0
832818520230838988_191028695,2,1,0
542340377370680766_302595502,2,1,0
1064703037561583853_1404067253,2,1,0
800571763627578517_443528764,2,1,0
868829854213731904_233767684,2,1,0
1066109787931122237_1509758301,2,1,0
1054520063906512261_225467782,2,1,0
1065755587983963132_1024422811,2,1,0
1062966031716966384_1719004854,2,1,0
665410669684143283_503064556,2,1,0
1066043150547967936_719832454,2,1,0
783765425801500792_229687149,2,1,0
945556517491444613_994277177,2,1,0
1048892635049188235_2071292133,2,1,0
1058656407231969521_1373419141,2,1,0
895633815071278771_238097480,2,1,0
1013108045298439907_1529636700,2,1,0
1061598641315633708_226257549,2,1,0
1039147076565653632_52941333,2,1,0
1046503460521046470_1101421211,2,1,0
980323662132235120_420354945,2,1,0
1042252676278223929_2131029320,2,1,0
1057237309500379339_1357325979,2,1,0
1057572879836968687_1542769412,2,1,0
1028341563069245192_387305200,2,1,0
1065782489056798657_1961421016,2,1,0
839773316203022843_1240427177,2,1,0
949439294443097301_1768406282,2,1,0
1063999175613988945_1506274591,2,1,0
1065579915019222520_263865190,2,1,0
991490768626918999_21681416,2,1,0
873928835729704131_475882288,2,1,0
937528465585795080_174110955,2,1,0
1039202085408404229_490436851,2,1,0
1052650569825278935_292620789,2,1,0
1064950433895581848_1439219001,2,1,0
1058706025081247504_2111175548,2,1,0
1061245478973250637_1913218110,2,1,0
1066074588201227059_289559995,2,1,0
1037031473562022185_1558956051,2,1,0
516560150812246749_225034687,2,1,0
1039597367000565776_1351765001,2,1,0
1061754953646132654_1708216458,2,1,0
1065750371159514249_418033334,2,1,0
670412490246081034_1084511681,2,1,0
1060492177924178030_12634111,2,1,0
1058830774989885401_345585386,2,1,0
1062465933774942892_1910886787,2,1,0
1060327090534721396_27565744,2,1,0
1047809187381851318_42034684,2,1,0
1059723885742293269_9392719,2,1,0
1052262808142483756_674323075,2,1,0
946803533002452860_1147148210,2,1,0
1064872358754968330_2142873639,2,1,0
1062377795319731956_2019099836,2,1,0
1021039572243563582_2025803184,2,1,0
551706763994084591_25315780,2,1,0
1061086499223764259_1553248198,2,1,0
797917966651623468_250512817,2,1,0
1030391548738131231_269286652,2,1,0
1066938265111225382_1660018704,2,1,0
903072520573081805_1503367869,2,1,0
1060786943920212609_1498708873,2,1,0
1029033734063576613_1730229148,2,1,0
1022303998042614634_195579777,2,1,0
1031853907054169274_203441026,2,1,0
1055444169783384164_1749078205,2,1,0
993788500396643158_537895163,2,1,0
1048737465666052004_257307758,2,1,0
938986394552888935_348579090,2,1,0
893905194376223420_356092805,2,1,0
1062389828464489096_1325016867,2,1,0
1007717109255420655_287369141,2,1,0
1060820141791780384_1965861286,2,1,0
999707553799984135_1097440372,2,1,0
1062803620301887450_1809046524,2,1,0
975618439070665500_12697097,2,1,0
1065855176696693539_1096325287,2,1,0
1066054971605950730_554281831,2,1,0
1064872674224809210_50638112,2,1,0
1008950322489826997_1581850358,2,1,0
973958280455544330_2064441686,2,1,0
994999907821194257_214423746,2,1,0
1025972227650257060_2032040159,2,1,0
1060820432407327929_237276884,2,1,0
945596167402876687_1190875314,2,1,0
1062081646901539522_1405915459,2,1,0
904465088078985321_183563117,2,1,0
1064601988676201737_1543903594,2,1,0
987019321605229968_212723714,2,1,0
1043268055364472597_1423850194,2,1,0
985393240281049328_2018400377,2,1,0
1056041186570224060_254558279,2,1,0
905021946818959412_261201253,2,1,0
1065907857981729304_2044754889,2,1,0
958972714880493975_269293993,2,1,0
1062186196859421180_5917111,2,1,0
805962442722389179_1434639490,2,1,0
1045825801615462616_2125123731,2,1,0
1066347751953695667_622668871,2,1,0
1065380604054980438_643429720,2,1,0
986123750183989559_220149795,2,1,0
1065521226499347391_324557163,2,1,0
972665297004171126_1694109642,2,1,0
1061431864187418810_2100837813,2,1,0
1034083832804720379_851564910,2,1,0
439353105036624417_30732831,2,1,0
1063832380272070481_1364042866,2,1,0
1028568038743301714_536266878,2,1,0
1052483346456512028_2072955896,2,1,0
961581961315591507_999592280,2,1,0
1048160305042982309_177149128,2,1,0
1065993692269196736_1714745204,2,1,0
1049103023149029815_1081771413,2,1,0
1063044719776408318_216307087,2,1,0
1066058183597950559_2049049160,2,1,0
1061514860671398995_224996916,2,1,0
1058173283725438179_15439314,2,1,0
1063279105177423941_346613203,2,1,0
1006520178691366808_254462646,2,1,0
1056459944561751114_241665524,2,1,0
919178388785037475_1337729063,2,1,0
1050304041651493704_1497609821,2,1,0
1065226550925717879_544658963,2,1,0
1059643471268289689_1557340134,2,1,0
1065664857765640807_428043901,2,1,0
1063950627298245587_27487717,2,1,0
1061208419034949907_263803801,2,1,0
1060174243932358288_1956046744,2,1,0
801535600397160471_2295035,2,1,0
465251932962082538_323519402,2,1,0
948849244130442347_535839798,2,1,0
1065270139379644573_2151315893,2,1,0
1052541492722570601_1901266444,2,1,0
1065645899158175895_7412863,2,1,0
1063079595337098277_209860552,2,1,0
1062144781564455701_321898017,2,1,0
1065324608762531578_47284466,2,1,0
1065325739083014790_1313297023,2,1,0
1009380278959128351_1463592350,2,1,0
1059516513549208220_1500894273,2,1,0
916782940875906037_1485010757,2,1,0
1059546985812936629_28158536,2,1,0
1048515253922756705_1563927365,2,1,0
813896366701149226_619998326,2,1,0
1065371602612807039_1425440408,2,1,0
1058688060736502538_1412452397,2,1,0
477502056354298071_416915269,2,1,0
1065841431769268250_2022255015,2,1,0
1027940824912088363_19715114,2,1,0
937206880926121746_1711852510,2,1,0
1027699672308112287_17793445,2,1,0
1055205030768107188_312197262,2,1,0
1066014079869468710_1658638023,2,1,0
1066195466821655573_5650598,2,1,0
975588270980001785_1504839922,2,1,0
1064761881850282560_4251023,2,1,0
1065036685973974982_199688898,2,1,0
1062045558299706643_1071243856,2,1,0
1063650329853177871_1539467059,2,1,0
996563647457980299_1504839922,2,1,0
943658741156066647_1467869908,2,1,0
994232137460198431_49756514,2,1,0
1065614456354029226_1942255046,2,1,0
1063225517827817702_2107014223,2,1,0
1050815174618226789_183453431,2,1,0
1068710700015259425_1679761122,2,1,0
1043154280057195241_251703889,2,1,0
636640238771699350_4708390,2,1,0
963101228905693952_6062719,2,1,0
1065284903516918415_1069033475,2,1,0
1065324555989339584_2118089018,2,1,0
1065484636571964525_209915132,2,1,0
828767461861631640_1365347696,2,1,0
794399480309223000_386426410,2,1,0
1065357188001029066_17793445,2,1,0
1065780718642704542_2051137603,2,1,0
1060675313943091858_536436701,2,1,0
922605930073038192_1706682822,2,1,0
1060992144387170188_469547902,2,1,0
1055841275741412536_38379294,2,1,0
965017234496504529_261839815,2,1,0
1063461000831513031_1505675715,2,1,0
1066039291739486977_243508949,2,1,0
878058673900421935_549671,2,1,0
1038035626382212599_1613988470,2,1,0
1061226761657777175_26869094,2,1,0
1064107060518818971_1132408428,2,1,0
1056677820898174700_1265197776,2,1,0
1068014050372075850_302830879,2,1,0
1065513618719673500_511437082,2,1,0
1068477215022890910_775622,2,1,0
992781356045602932_719293747,2,1,0
1051863909464626066_396648155,2,1,0
842010913071239644_1499621859,2,1,0
866765809659165135_431278085,2,1,0
947114796774237994_663124008,2,1,0
1045207921905972086_1711337123,2,1,0
1027866825767032425_3089132,2,1,0
858851709242297420_403577034,2,1,0
1054689238037062926_2030442072,2,1,0
1063910019396328714_32011590,2,1,0
1037320916686659857_6008127,2,1,0
1049963740919555340_1412535824,2,1,0
1062622954776524550_1727117140,2,1,0
1059286184526333955_1465087801,2,1,0
1055134782626789151_1480372108,2,1,0
1068542451132093830_1239052516,2,1,0
1051479686779096395_981560114,2,1,0
974707961779269641_364676611,2,1,0
1059478126319871599_802851512,2,1,0
1065670054471326815_1627560566,2,1,0
1043973110755243824_749437060,2,1,0
1061525965907025810_39228958,2,1,0
893911016808494718_55962924,2,1,0
1000170051325949491_231164380,2,1,0
1061737914989844093_210205548,2,1,0
775447137656461618_277451749,2,1,0
